,Unnamed: 0,Unnamed: 0.1,created_at,id,full_text,source,retweet_count,favorite_count,hashtags,user_screen_name,user_location,user_followers_count,user_verified,user_handle,sentiments
450,450,450,Mar-08,1.37E+18,"today the collector, boudh and other front line workers took the second dose of covishield vaccine, request all to come forward and take the vaccine as per govt. instructions and don't believe in rumors.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,6,,dmboudh,"Boudh, Odisha",3237,TRUE,Collector Boudh,0
451,451,451,Mar-08,1.37E+18,"covid-19 vaccine rollout by india has 'rescued world' from pandemic, says top us scientist. dr hotez, internationally-recognised physician-scientist said covid-19 vaccine roll out is india's gift to world in combating virus. via namo app","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,VaccineMaitri,drsmtweets,India,189,FALSE,Dr S. B. Manttri,1
452,452,452,Mar-08,1.37E+18,we need vaccine education public messages to counter vaccine hesitancy. yesterday was the time to start. where are the celebrities??? we need you now. # vaccinate,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,2,,DrIanpinto1,Mumbai ,52,FALSE,Dr. Ian pinto,1
453,453,453,Mar-08,1.37E+18,"30% used, to get another 3l doses of covid vaccine today | gurgaon news - times of india","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,"Haryana,gurugram,CoronaVaccine,vaccinated,vaccination,Covid_19",IpsitaTOI,India,1450,FALSE,Ipsita pati,0
454,454,454,Mar-08,1.37E+18,moderna and pfizer vaccines efficacy are 95% whereas johnson and johnson is 72%,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,jennu_sahadev,"Hyderabad, India",843,FALSE,Sahadev Jennu,0
455,455,455,Mar-08,1.37E+18,ask the doctor: how soon after the second dose of covid-19 vaccine do you develop immunity? - news18,"<a href=""https://365newsx.com"" rel=""nofollow"">365newsx</a>",0,0,health,sac_isin,India,877,FALSE,KyaKarogeJanKe,0
456,456,456,Mar-08,1.37E+18,coronavirus live updates: maharashtra tops list as 85% of new covid-19 cases reported from 6 states; us approaches 100mn vaccinations,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,governmentgovt,"New Delhi, Delhi",68,FALSE,Government Jobs Notifications,0
457,457,457,Mar-08,1.37E+18,us says 3 russia-backed outlets spread covid-19 vaccine 'disinformation' business today,"<a href=""https://publer.io"" rel=""nofollow"">Publer </a>",0,0,,sarang143u,"Hyderabad, India",394,FALSE,Sarang Pokhare,0
458,458,458,Mar-08,1.37E+18,"vaccine rollout by india has 'rescued the world' from pandemic, says top us scientist via","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,"ModiHaiToMumkinHai,COVID19",DhyaanSeSuno,"Palghar, Maharashtra, India",329,FALSE,Vishal Subhash Rajemahadik विशाल सुभाष राजेमहाडीक,1
459,459,459,Mar-08,1.37E+18,"covid-19 vaccine rollout by india has 'rescued the world' from pandemic, says top us scientist via namo app","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",24,180,,KirenRijiju,"New Delhi, India",936313,TRUE,Kiren Rijiju,1
460,460,460,Mar-08,1.37E+18,i took my first dose of covid vaccine in gandhi multi specialty hospital at ramachandrapuram,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,MulaSathi,Rajahmundry,12,FALSE,Chowkidar Sathi Mula Reddy,0
461,461,461,Mar-08,1.37E+18,"even as developed countries flounder in dealing with covid 19, china & india, have handled the situation better & stepped in to provide covid vaccine to developing countries. join our on 10 mar at 3.30 pm ist to know more. register at:","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,3,WednesdaySeminar,ics_delhi,Delhi. India,4874,FALSE,Institute of Chinese Studies,1
462,462,462,Mar-08,1.37E+18,"as the fight against the pandemic continues, vaccines distribution is the challenge that several countries are facing. from march 8, the gavi vaccine alliance and will hold virtual meeting to brainstorm plan to boost jab distribution. tells you more","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",3,14,,WIONews,India,312373,TRUE,WION,0
463,463,463,Mar-08,1.37E+18,"did my part, to save lives. got my first vaccine of , get yours done today and break the chain.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,2,"covid19,vaccination,megrisoft,breakthechain,fightagainstcovid,IndiaFightsCorona,IndiaFightsCOVID19",mohnesh,"Chandigarh, India",696,FALSE,mohnesh,1
464,464,464,Mar-08,1.37E+18,i received 1st dose of vaccine on sat. am thankful 2 for making vaccination available at very cheap rate& keeping it free for people who cannot afford. inspite of technical issues it was smooth. but more awareness needs to be done.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,GadgeKirti,"Nagpur, India",7,FALSE,Kirti Gadge,1
465,465,465,Mar-08,1.37E+18,"india,pharmacy of the world,covid-19 vaccine rollout by india has 'rescued the world' from pandemic, says top us scientist - times of india","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,bulu_bab,"Dehradun, India",256,FALSE,himanshu sajwan,1
466,466,466,Mar-08,1.37E+18,remember year ago what our great health minister has said covid-19 is not health emergency.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,2,,wpimaharashtra,"Mumbai, India",2316,FALSE,Welfare Party of India Maharashtra  ویلفیئر پارٹی,1
467,467,467,Mar-08,1.37E+18,recieved the second dose of vaccine today.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,"CovishieldVaccine,fightcovid19,motikamosurakshya",MayankNanda_,,52,FALSE,Mayanka Nanda,0
468,468,468,Mar-08,1.37E+18,"guyana receives 80,000 doses of covid-19 vaccine from india","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,2,,sas96553801,"Gurgaon, India",1176,FALSE,sanjive sethi,1
469,469,469,Mar-08,1.37E+18,"new covid-19 strain is here, protect yourself with three layered surgical masks: experts","<a href=""https://www.thehealthsite.com/"" rel=""nofollow"">The Healthsite</a>",0,0,"Coronavirus,COVID",HealthSite4U,Mumbai,4445,FALSE,The Health Site,0
470,470,470,Mar-08,1.37E+18,vaccine selfies from age groups 45 to 59 are conspicuously missing? has the comorbidities rate reduced in this age group or there’s some other reason ?,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,9,,swarada,"Pune, India",2140,FALSE,Swarada Chitale,-1
471,471,471,Mar-08,1.37E+18,austria suspends astrazeneca covid-19 vaccine batch after death,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,3,,Sadafsayeed,Delhi India,1244,FALSE,Sadaf Sayeed 🇮🇳,-1
472,472,472,Mar-08,1.37E+18,"'havan' of cow dung cake can keep house sanitised for 12 hours: mp minister - coronavirus updates corona live tracker, corona outbreak, coronavirus, coronavirus updates, covid-19, covid-19 tracker, covid19 outbreak, latest news, top india news- news1…","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,mrakcreation,"Punjab, India",37,FALSE,Ak Creation,-1
473,473,473,Mar-08,1.37E+18,"• covid-19 vaccine rollout by india has 'rescued the world' from pandemic, says top us scientist","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,3,,PSabariya_MLA,"Gandhinagar, India",2442,TRUE,Parshottam Sabariya,1
474,474,474,Mar-08,1.37E+18,"got first dose of covid-19 vaccine at sri sathya sai heart centre ahmedabad. excellent arrangements, courteous staff and well trained nurses to guide through entire process. sister preksha administered dose to me. thank you once again for leading us.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4,70,,sumeetbhasin,"New Delhi, India",7257,TRUE,Sumeet Bhasin,1
475,475,475,Mar-08,1.37E+18,my parents got their first shot of vaccine yesterday. urge everyone above 60 years to get vaccinated. its safe. thank you,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"covishield,vaccination",joyasian,India,142,FALSE,Joy,1
476,476,476,Mar-08,1.37E+18,india’s massive vaccine campaign boosted by pm modi receiving shot,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",0,0,,RajeshBR007,"Mysore, India",27,FALSE,RajeshBR,1
477,477,477,Mar-08,1.37E+18,"srinagar: jammu and kashmir on sunday recorded 112 new covid-19 cases that took the tally to 1,27,044, while one more death due to the coronavirus pushed the toll to 1,962, officials said. out of thefresh cases, 19 were reported from the jammu division","<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",0,0,,DailyTaskeen,"Jammu, Jammu And Kashmir",131,FALSE,Daily Taskeen,0
478,478,478,Mar-08,1.37E+18,more than two crore nine lakh doses of covid-19 vaccine administered to beneficiaries in country so far,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"VaccinationDrive,COVID19,India,vaccinated,beneficiaries,vaccine,vaccination",the_news_21,"Mumbai, India",235,FALSE,TheNews21,0
479,479,479,Mar-08,1.37E+18,nasal covaxin human trials begin in along with 3 other cities in india via lots of benefits of the nasal vaccine...,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,0,Nagpur,ChaitanyadTOI,"Nagpur, India",1317,FALSE,Chaitanya Deshpande,1
480,480,480,Mar-08,1.37E+18,my 5cents’ thought: vaccine researchers and manufacturers should focus on strengthening the vaccines ability to greatly reduce covid-19 symptoms and deaths until the discovery of cure.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,COVID19,deetcho,Lao People's Democratic Republ,16,FALSE,deetcho,1
481,481,481,Mar-08,1.37E+18,"more than 2.09 cr (2,09,89,010) vaccine doses have been administered through 3,76,633 sessions, as per the provisional report till 7 am today:","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"Covid_19,CoronaVaccine",nd24_news,"Guwahati, Assam",658,FALSE,News Daily 24,0
482,482,482,Mar-08,1.37E+18,"vaccine rollout by india has 'rescued the world' from pandemic : top us scientist (dr peter hotez, dean of the national school of tropical medicine at baylor college of medicine (bcm) in houston)","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,COVID,abhijeet_mahato,"Jamshedpur, India",619,FALSE,oʇɐɥɐW ʇǝǝɾᴉɥq∀,1
483,483,483,Mar-08,1.37E+18,covid 19 vaccine 2.o completed,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",0,0,,pruthvi_gaddam,"Hyderabad, India",63,FALSE,Pruthvi Raj Gaddam,1
484,484,484,Mar-08,1.37E+18,"covid-19 vaccination begin at slow pace over vaccine, syringe shortage in japan","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0,5,,BT_India,India,1097890,TRUE,Business Today,-1
485,485,485,Mar-08,1.37E+18,"as covid vaccination progresses, let remember once again that entire india had: smallpox vaccine free bcg free dpt free opv free measles vaccine free polio vaccine free this was done even when india was poorer was done as duty, without propaganda & without high petrol taxes!","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,6,,AnamIYC,"Mahnar,India",3221,FALSE,Anam Sultan Khan अनम انعم,0
486,486,486,Mar-08,1.37E+18,i know how painful it could have been for ndtv to publish this article india's covid vaccine rollout rescued the world - top us scientist.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,1,मोदी_है_तो_मुमकिन_है,SjAmruta,"Pune, India",1414,FALSE,Amruta Joshi,1
487,487,487,Mar-08,1.37E+18,"today, on the occasion of launched drive. we helped getting 20 women vaccinated against if you want any assistance in getting the vaccine plz contact us. we wish all the women happy ","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,20,"WomensDay,COVID19Vaccination,COVID19,InternationalWomensDay,NariShakti",IamMayank_,"Ghaziabad, India",22510,FALSE,MAYANK CHAUDHARY,1
488,488,488,Mar-08,1.37E+18,"sir,please allow women below 45 years to get covid vaccine as women's day gift which will make our country stronger","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,NariShakti,PallbD,"Kolkata, India",40,FALSE,Pallb Kumar Das,1
489,489,489,Mar-08,1.37E+18,"latest news live updates: india’s covid vaccine rollout “rescued the world”, says top us scientist","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,todaymynews1,Gandhinagar,355,FALSE,todaymynews1,1
490,490,490,Mar-08,1.37E+18,pharma industry news mar 2021 | pharmastate watch for latest pharma news like - 10000 janaushadhi kendra very soon - bharat biotech’s intranasal vaccine phase 1 follow pharmastate | global pharma network page & get exclusive updates!,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,Pharma,pharmastate,"Delhi, India",432,FALSE,PharmaState,0
491,491,491,Mar-08,1.37E+18,"in his first rally in bengal after the announcement of state assembly polls, modi held out the promise of inclusive development and job creation. it is another lies? what about his promise of 19 lakh obs in bihar? what about his promise of free and first vaccine for all in bihar?","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,AdityaRamen,"Kolkata,India",40,FALSE,ramen aditya,1
492,492,492,Mar-08,1.37E+18,india’s massive vaccine campaign boosted by modi receiving shot copyright © bloombergquint,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,sanvai,India,2392,FALSE,SanthanamVaidya,1
493,493,493,Mar-08,1.37E+18,"corona in the world: astrazeneca’s vaccine suspense in austria after woman’s death; in israel, the figure of infected crosses 8 lakhs","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,todaymynews1,Gandhinagar,355,FALSE,todaymynews1,-1
494,494,494,Mar-08,1.37E+18,india had gifted 1.5 lakh doses of covishield vaccine to mongolia on february 21 that helped the country begin its vaccination drive story by:,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",19,185,,WIONews,India,312373,TRUE,WION,0
495,495,495,Mar-08,1.37E+18,india’s massive vaccine campaign boosted by pm modi receiving shot. read:,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1,19,CovidVaccine,BloombergQuint,"Mumbai, India",209908,TRUE,BloombergQuint,1
496,496,496,Mar-08,1.37E+18,will there ever be vaccine to shield women from gender crimes?,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,fourthscreenedu,"Rajasthan, India",174,FALSE,Fourth Screen Education,0
497,497,497,Mar-08,1.37E+18,venerable sayadaws receive covid-19 vaccine,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,3,,myanmar_moi,Myanmar,87245,FALSE,myanmarinformation,1
